"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.target","Input.origs","Input.mods","Answer.comments","Answer.grammaticality-0","Answer.grammaticality-1","Answer.grammaticality-2","Answer.grammaticality-3","Answer.grammaticality-4","Answer.grammaticality-5","Answer.grammaticality-6","Answer.grammaticality-7","Answer.id","Answer.mods","Answer.origs","Answer.responses","Answer.sentiment-0","Answer.sentiment-1","Answer.sentiment-2","Answer.sentiment-3","Answer.sentiment-4","Answer.sentiment-5","Answer.sentiment-6","Answer.sentiment-7","Answer.submit","Answer.topic-0","Answer.topic-1","Answer.topic-2","Answer.topic-3","Answer.topic-4","Answer.topic-5","Answer.topic-6","Answer.topic-7","Approve","Reject"
"3566S7OX5DDJ05KG8M4LKCGYFCI71Q","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3JNQLM5FT5GSQVP7LNAAWK3PYFN2LT","A3BKZ14V95ZNR6","Submitted","Wed Dec 13 01:56:09 PST 2017","Wed Dec 13 02:46:29 PST 2017","Sat Dec 16 02:46:29 PST 2017","","","","3020","100% (21/21)","100% (19/19)","0% (0/0)","positive-0","positive","i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .","i do not like very much this belt because of slight lack of material	i really like this belt because of lack of material .	i would recommend this belt because of lack of material .	i i like them belt because of lack of material .	it has a metal belt clip and a strong belt loop that lets you wear it horizontally or vertically .	i ve had this for num_num years and num_num years ago .	i do not like this phone one plus of control , .	i do not like this phone has that is a glass product .","{}","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=5","grammaticality=3","grammaticality=5","positive-0","i do not like very much this belt because of slight lack of material	i really like this belt because of lack of material .	i would recommend this belt because of lack of material .	i i like them belt because of lack of material .	it has a metal belt clip and a strong belt loop that lets you wear it horizontally or vertically .	i ve had this for num_num years and num_num years ago .	i do not like this phone one plus of control , .	i do not like this phone has that is a glass product .","i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .	i do not like this belt because of lack of material .","grammaticality=5 sentiment=1 topic=5	grammaticality=5 sentiment=1 topic=2	grammaticality=5 sentiment=5 topic=2	grammaticality=5 sentiment=5 topic=2	grammaticality=5 sentiment=4 topic=1	grammaticality=5 sentiment=5 topic=1	grammaticality=3 sentiment=1 topic=1	grammaticality=5 sentiment=1 topic=1","sentiment=1","sentiment=1","sentiment=5","sentiment=5","sentiment=4","sentiment=5","sentiment=1","sentiment=1","Submit","topic=5","topic=2","topic=2","topic=2","topic=1","topic=1","topic=1","topic=1"
"3RWO3EJELH386BOG48Y2KY7JF6O1PR","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3C6FJU71TRNLA658NM96WB0DQL8UYT","A2WGW5Y3ZFBDEC","Submitted","Wed Dec 13 01:33:44 PST 2017","Wed Dec 13 01:43:10 PST 2017","Sat Dec 16 01:43:10 PST 2017","","","","566","100% (318/318)","100% (130/130)","100% (101/101)","negative-0","negative","the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .","the handle is comfortable and comes and no difference in light plastic .	i could t get enough on my hands or get it to go in my hands .	the handle is comfortable and not the top of skin and too .	the handle is horrible and the pitchers are very stiff and will not stay closed in your hands .	the handle is comfortable enough and holds the pitchers in your hands	the handle is too big for cutting securely in your hands .	the only thing is to be the same of the box .	foot and pitchers securely in your hands .","{}","grammaticality=2","grammaticality=5","grammaticality=1","grammaticality=5","grammaticality=5","grammaticality=4","grammaticality=3","grammaticality=3","negative-0","the handle is comfortable and comes and no difference in light plastic .	i could t get enough on my hands or get it to go in my hands .	the handle is comfortable and not the top of skin and too .	the handle is horrible and the pitchers are very stiff and will not stay closed in your hands .	the handle is comfortable enough and holds the pitchers in your hands	the handle is too big for cutting securely in your hands .	the only thing is to be the same of the box .	foot and pitchers securely in your hands .","the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .	the handle is comfortable and holds the pitchers securely in your hands .","grammaticality=2 sentiment=1 topic=4	grammaticality=5 sentiment=5 topic=3	grammaticality=1 sentiment=2 topic=4	grammaticality=5 sentiment=5 topic=5	grammaticality=5 sentiment=1 topic=5	grammaticality=4 sentiment=5 topic=2	grammaticality=3 sentiment=3 topic=1	grammaticality=3 sentiment=2 topic=3","sentiment=1","sentiment=5","sentiment=2","sentiment=5","sentiment=1","sentiment=5","sentiment=3","sentiment=2","Submit","topic=4","topic=3","topic=4","topic=5","topic=5","topic=2","topic=1","topic=3"
"3DGDV62G7O3FVW6CNCYGPHHO7B1P2T","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","39LNWE0K4VQZK6Q3J4N3AN6P02DIUE","A23KAJRDVCVGOE","Submitted","Wed Dec 13 01:59:52 PST 2017","Wed Dec 13 02:28:19 PST 2017","Sat Dec 16 02:28:19 PST 2017","","","","1707","100% (130/130)","100% (80/80)","100% (13/13)","positive-1","positive","will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .","will break in over time though , it s rubber .	plastic armor on the phone . rubber armor over the plastic armor . plastic armor over the rubber . three layers of protection .	won't break in over time though , it s rubber .	will break in over time though ,  it s rubber easy to .	my old one will break in over time though ,  it s rubber .	will clean the kitchen on and will t tell what very .	will break in over time though ,  it s a great rubber .	i am very pleased with these , and it s .","{}","grammaticality=4","grammaticality=4","grammaticality=5","grammaticality=4","grammaticality=4","grammaticality=2","grammaticality=4","grammaticality=4","positive-1","will break in over time though , it s rubber .	plastic armor on the phone . rubber armor over the plastic armor . plastic armor over the rubber . three layers of protection .	won't break in over time though , it s rubber .	will break in over time though ,  it s rubber easy to .	my old one will break in over time though ,  it s rubber .	will clean the kitchen on and will t tell what very .	will break in over time though ,  it s a great rubber .	i am very pleased with these , and it s .","will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .	will break in over time though ,  it s rubber .","grammaticality=4 sentiment=2 topic=3	grammaticality=4 sentiment=4 topic=4	grammaticality=5 sentiment=5 topic=5	grammaticality=4 sentiment=2 topic=2	grammaticality=4 sentiment=2 topic=3	grammaticality=2 sentiment=2 topic=3	grammaticality=4 sentiment=4 topic=4	grammaticality=4 sentiment=4 topic=4","sentiment=2","sentiment=4","sentiment=5","sentiment=2","sentiment=2","sentiment=2","sentiment=4","sentiment=4","Submit","topic=3","topic=4","topic=5","topic=2","topic=3","topic=3","topic=4","topic=4"
"3QGTX7BCHPW18XR5S4YGEMME1KZZ5P","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3MTMREQS4WCX6SWA2GARBD338AMAW4","A3UWM3KJYEL5XU","Submitted","Wed Dec 13 02:34:32 PST 2017","Wed Dec 13 03:28:57 PST 2017","Sat Dec 16 03:28:57 PST 2017","","","","3265","100% (365/365)","100% (46/46)","100% (46/46)","negative-1","negative","fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .","i used filtered water from the fridge so i had to fill a pitcher and then fill the fountain .	took a while to boil	fill the pan half way with water ,  and put it the fountain	bought the money for me , and they are very happy to use .	fill the pan half way with water ,  and when put it to boil .	the meat kept your money in water , when i wear it difficult .	fill the pan half way before putting it in water ,  and put it to boil .	the num_extend of the pocket is on any and , when you get back .","{}","grammaticality=3","grammaticality=5","grammaticality=5","grammaticality=1","grammaticality=2","grammaticality=1","grammaticality=5","grammaticality=1","negative-1","i used filtered water from the fridge so i had to fill a pitcher and then fill the fountain .	took a while to boil	fill the pan half way with water ,  and put it the fountain	bought the money for me , and they are very happy to use .	fill the pan half way with water ,  and when put it to boil .	the meat kept your money in water , when i wear it difficult .	fill the pan half way before putting it in water ,  and put it to boil .	the num_extend of the pocket is on any and , when you get back .","fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .	fill the pan half way with water ,  and put it to boil .","grammaticality=3 sentiment=1 topic=1	grammaticality=5 sentiment=5 topic=2	grammaticality=5 sentiment=2 topic=3	grammaticality=1 sentiment=1 topic=1	grammaticality=2 sentiment=1 topic=4	grammaticality=1 sentiment=1 topic=1	grammaticality=5 sentiment=1 topic=5	grammaticality=1 sentiment=1 topic=1","sentiment=1","sentiment=5","sentiment=2","sentiment=1","sentiment=1","sentiment=1","sentiment=1","sentiment=1","Submit","topic=1","topic=2","topic=3","topic=1","topic=4","topic=1","topic=5","topic=1"
"3511RHPADV868V8ZAAKA98GCETGRLC","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3F6KKYWMNCV5H5Q8UPA65VYI01ANDN","A3RUUTINBKU8YE","Submitted","Wed Dec 13 01:43:44 PST 2017","Wed Dec 13 02:01:35 PST 2017","Sat Dec 16 02:01:35 PST 2017","","","","1071","100% (97/97)","100% (50/50)","100% (8/8)","positive-2","positive","speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .","is some big , not a expensive and he has very .	speedloader is very easy to use especially with an extended magazine	there is very easy to clean and a little bit .	this is a great little speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine it s comfortable to hold and .	its when it is perfect when to cook with an num_extend com .	how hard could it be to use fresh garlic ? not very hard at all with this press .	speedloader is very attractive and is hard to use with especially an extended magazine delivered .","{}","grammaticality=2","grammaticality=4","grammaticality=4","grammaticality=3","grammaticality=4","grammaticality=2","grammaticality=1","grammaticality=4","positive-2","is some big , not a expensive and he has very .	speedloader is very easy to use especially with an extended magazine	there is very easy to clean and a little bit .	this is a great little speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine it s comfortable to hold and .	its when it is perfect when to cook with an num_extend com .	how hard could it be to use fresh garlic ? not very hard at all with this press .	speedloader is very attractive and is hard to use with especially an extended magazine delivered .","speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .	speedloader is very hard to use especially with an extended magazine .","grammaticality=2 sentiment=2 topic=1	grammaticality=4 sentiment=1 topic=5	grammaticality=4 sentiment=2 topic=1	grammaticality=3 sentiment=4 topic=4	grammaticality=4 sentiment=5 topic=4	grammaticality=2 sentiment=2 topic=2	grammaticality=1 sentiment=2 topic=2	grammaticality=4 sentiment=2 topic=4","sentiment=2","sentiment=1","sentiment=2","sentiment=4","sentiment=5","sentiment=2","sentiment=2","sentiment=2","Submit","topic=1","topic=5","topic=1","topic=4","topic=4","topic=2","topic=2","topic=4"
"30IRMPJWDZDVOPQHPA89U83XPTBRK9","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3X73LLYYQ28MTLVAGLTWWGDGST5NHY","A17D6BK59S31BM","Submitted","Wed Dec 13 01:59:03 PST 2017","Wed Dec 13 02:22:21 PST 2017","Sat Dec 16 02:22:21 PST 2017","","","","1398","100% (579/579)","100% (52/52)","100% (29/29)","negative-2","negative","the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .","the mouse , the charger , the part of skin .	unfortunately , the remaining sticker is attached to the second film .	the first thing that is not the same size .	i was able to easily remove the back sticker but the front sticker did not come off .	the remaining sticker is attached to the second film polarized .	the remaining sticker is attached to the second film .	the lens where so the cord right with ear .	the remaining sticker is a very loose when attached to the second film .","{}","grammaticality=5","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","negative-2","the mouse , the charger , the part of skin .	unfortunately , the remaining sticker is attached to the second film .	the first thing that is not the same size .	i was able to easily remove the back sticker but the front sticker did not come off .	the remaining sticker is attached to the second film polarized .	the remaining sticker is attached to the second film .	the lens where so the cord right with ear .	the remaining sticker is a very loose when attached to the second film .","the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .	the remaining sticker is attached to the second film .","grammaticality=5 sentiment=3 topic=5	grammaticality=4 sentiment=2 topic=5	grammaticality=4 sentiment=2 topic=5	grammaticality=4 sentiment=2 topic=5	grammaticality=4 sentiment=2 topic=5	grammaticality=4 sentiment=2 topic=5	grammaticality=4 sentiment=3 topic=4	grammaticality=4 sentiment=2 topic=4","sentiment=3","sentiment=2","sentiment=2","sentiment=2","sentiment=2","sentiment=2","sentiment=3","sentiment=2","Submit","topic=5","topic=5","topic=5","topic=5","topic=5","topic=5","topic=4","topic=4"
"3O0M2G5VC6W46N5SA1L7W6E7MMG49C","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3U8YCDAGXQAWLI26Y5ESUI94BNQQ0M","A23KAJRDVCVGOE","Submitted","Wed Dec 13 01:57:54 PST 2017","Wed Dec 13 02:24:24 PST 2017","Sat Dec 16 02:24:24 PST 2017","","","","1590","100% (130/130)","100% (80/80)","100% (13/13)","positive-3","positive","what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .","what a ripoff !  learn from my mistake !  it s so easy to clean .	what i m happy with !  learn from my mistake ,	what you see is what you get and what you d expect .	this was such a good deal, buy it.	we bought this product , and a little time and i bought .	what a ripoff !  learn from my mistake ,  and i love it .	what a bargain and have the tea and you would have not recommend .	things like this item for the tea , i will be expensive .","{}","grammaticality=5","grammaticality=5","grammaticality=4","grammaticality=5","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=2","positive-3","what a ripoff !  learn from my mistake !  it s so easy to clean .	what i m happy with !  learn from my mistake ,	what you see is what you get and what you d expect .	this was such a good deal, buy it.	we bought this product , and a little time and i bought .	what a ripoff !  learn from my mistake ,  and i love it .	what a bargain and have the tea and you would have not recommend .	things like this item for the tea , i will be expensive .","what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .	what a ripoff !  learn from my mistake ,  do not buy .","grammaticality=5 sentiment=5 topic=5	grammaticality=5 sentiment=5 topic=5	grammaticality=4 sentiment=4 topic=4	grammaticality=5 sentiment=5 topic=5	grammaticality=4 sentiment=3 topic=4	grammaticality=4 sentiment=2 topic=3	grammaticality=4 sentiment=2 topic=3	grammaticality=2 sentiment=2 topic=3","sentiment=5","sentiment=5","sentiment=4","sentiment=5","sentiment=3","sentiment=2","sentiment=2","sentiment=2","Submit","topic=5","topic=5","topic=4","topic=5","topic=4","topic=3","topic=3","topic=3"
"32CAVSKPCEJLYGWCLUXWU4UINMFU1D","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3RYC5T2D74NZL0LQS5IIE9KHFH2RPT","A3RUUTINBKU8YE","Submitted","Wed Dec 13 01:40:44 PST 2017","Wed Dec 13 01:48:41 PST 2017","Sat Dec 16 01:48:41 PST 2017","","","","477","100% (97/97)","100% (50/50)","100% (8/8)","negative-3","negative","we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .","we use these alot and they work great this game  patches .	we tried with the cats and still great .	we use these alot and they work great .	i have alot ,  alot ,  alot of moles in my yard .	when done first came out ,  and they work great .	they don't work as well as expected.	i am very disappointed and it s fine .	they used alot and they work great .","{}","grammaticality=4","grammaticality=2","grammaticality=5","grammaticality=2","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=5","negative-3","we use these alot and they work great this game  patches .	we tried with the cats and still great .	we use these alot and they work great .	i have alot ,  alot ,  alot of moles in my yard .	when done first came out ,  and they work great .	they don't work as well as expected.	i am very disappointed and it s fine .	they used alot and they work great .","we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .	we use these alot and they work great .","grammaticality=4 sentiment=5 topic=5	grammaticality=2 sentiment=3 topic=1	grammaticality=5 sentiment=5 topic=5	grammaticality=2 sentiment=2 topic=2	grammaticality=4 sentiment=4 topic=4	grammaticality=4 sentiment=1 topic=1	grammaticality=4 sentiment=2 topic=1	grammaticality=5 sentiment=5 topic=5","sentiment=5","sentiment=3","sentiment=5","sentiment=2","sentiment=4","sentiment=1","sentiment=2","sentiment=5","Submit","topic=5","topic=1","topic=5","topic=2","topic=4","topic=1","topic=1","topic=5"
"3XAOZ9UYRZLT6NPV4LDRK3XTK2A1QI","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3YJ6NA41JCAINC2DK099CIYQ508PJZ","AMYURTQIMAC8T","Submitted","Wed Dec 13 01:41:45 PST 2017","Wed Dec 13 02:30:15 PST 2017","Sat Dec 16 02:30:15 PST 2017","","","","2910","100% (56/56)","0% (0/0)","0% (0/0)","positive-4","positive","this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .","this is honestly the only case i've kept for so long.	this is honestly the only case i ve thrown away in the garbage and is easier to clean .	this is honestly the only thing when i have gone out of coffee .	i must ve thrown away the previous ladle by mistake .	this is honestly the only case i have thrown away and threw away in the garbage .	it s the best i ve ever had to use the phone .	this is definitely charge the best i ve even on the small .	this is honestly the only case i ve thrown away in the ladle","{}","grammaticality=5","grammaticality=5","grammaticality=3","grammaticality=3","grammaticality=5","grammaticality=1","grammaticality=1","grammaticality=5","positive-4","this is honestly the only case i've kept for so long.	this is honestly the only case i ve thrown away in the garbage and is easier to clean .	this is honestly the only thing when i have gone out of coffee .	i must ve thrown away the previous ladle by mistake .	this is honestly the only case i have thrown away and threw away in the garbage .	it s the best i ve ever had to use the phone .	this is definitely charge the best i ve even on the small .	this is honestly the only case i ve thrown away in the ladle","this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .	this is honestly the only case i ve thrown away in the garbage .","grammaticality=5 sentiment=5 topic=5	grammaticality=5 sentiment=1 topic=5	grammaticality=3 sentiment=1 topic=1	grammaticality=3 sentiment=1 topic=1	grammaticality=5 sentiment=1 topic=5	grammaticality=1 sentiment=5 topic=1	grammaticality=1 sentiment=3 topic=1	grammaticality=5 sentiment=1 topic=5","sentiment=5","sentiment=1","sentiment=1","sentiment=1","sentiment=1","sentiment=5","sentiment=3","sentiment=1","Submit","topic=5","topic=5","topic=1","topic=1","topic=5","topic=1","topic=1","topic=5"
"3V0TR1NRVAWIB6FX27Z7S1PRS4Y4AR","36AMNITQIL4XIV0X3PZ12436CYGIGP","Evaluate attempts to change sentiment of Amazon reviews","You will be shown different attempts to alter an Amazon review so that it is about the same topic but expresses a different sentiment.  You will be asked to judge the grammaticality, sentiment, and topic of the new review.","sentiment, grammaticality, amazon, review, evaluation","$0.40","Wed Dec 13 01:33:38 PST 2017","1","BatchId:3047256;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 20 01:33:38 PST 2017","","","3ZV9H2YQQE1XM7XPT1VHO5PX20R3WY","A17D6BK59S31BM","Submitted","Wed Dec 13 02:25:07 PST 2017","Wed Dec 13 03:01:13 PST 2017","Sat Dec 16 03:01:13 PST 2017","","","","2166","100% (579/579)","100% (52/52)","100% (29/29)","positive-5","positive","i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .","i ordered them for the color but when i received them i was greatly impressed with what i received .	i received the wrong color and it looks very nice !  he would highly recommend it easily .	i received the wrong color and it shreds easily to order more .	i received this popcorn case and won t make my phone .	i received the wrong color and it is great for the shreds easily .	i bought the phone and it s easy to .	i received the fact that and quickly is no clean .	i received the right color and it works well.","{}","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","grammaticality=4","positive-5","i ordered them for the color but when i received them i was greatly impressed with what i received .	i received the wrong color and it looks very nice !  he would highly recommend it easily .	i received the wrong color and it shreds easily to order more .	i received this popcorn case and won t make my phone .	i received the wrong color and it is great for the shreds easily .	i bought the phone and it s easy to .	i received the fact that and quickly is no clean .	i received the right color and it works well.","i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .	i received the wrong color and it shreds easily .","grammaticality=4 sentiment=2 topic=4	grammaticality=4 sentiment=3 topic=4	grammaticality=4 sentiment=2 topic=4	grammaticality=4 sentiment=2 topic=4	grammaticality=4 sentiment=3 topic=4	grammaticality=4 sentiment=2 topic=4	grammaticality=4 sentiment=3 topic=3	grammaticality=4 sentiment=2 topic=3","sentiment=2","sentiment=3","sentiment=2","sentiment=2","sentiment=3","sentiment=2","sentiment=3","sentiment=2","Submit","topic=4","topic=4","topic=4","topic=4","topic=4","topic=4","topic=3","topic=3"
